"Status","DaysEnrollToStart","Campus1","Campus2","ProgramVersionBSDH2017","ProgramVersionBSN2013","ProgramVersionBSN2015","DaysLeadToEnroll","GenderFemale","MaritalStatusDivorced","MaritalStatusMarried","MaritalStatusSeparated","MaritalStatusSingle","MaritalStatusWidowed","AgeAtLead","IsVeteran1","IsHispanic1","FinancialAidAdvisorID1"
"1",83,0,1,0,0,1,110,1,0,0,0,1,0,24,0,0,1
"0",122,0,1,0,0,1,691,0,0,1,0,0,0,22,1,1,1
"0",108,0,0,0,0,1,17,1,0,0,0,1,0,22,0,1,1
"1",158,0,0,1,0,0,-1,1,0,0,0,1,0,31,0,0,1
"0",132,0,1,0,0,1,19,1,0,0,0,1,0,20,0,0,1
"0",90,0,1,0,0,1,70,0,0,0,0,1,0,24,0,1,1
"1",20,1,0,0,0,1,5,0,0,0,0,1,0,27,0,1,1
"0",125,0,1,0,0,1,6,1,0,0,0,1,0,17,0,0,1
"1",91,0,1,0,0,1,2,1,1,0,0,0,0,60,0,0,1
"1",52,0,1,0,0,1,-1,1,0,0,0,0,0,25,0,1,0
"0",63,0,0,0,0,1,-1,0,0,1,0,0,0,29,0,0,1
"1",115,0,1,0,0,1,69,1,0,0,0,1,0,24,0,1,1
"1",87,0,1,0,0,1,-1,1,0,1,0,0,0,29,0,0,1
"1",103,0,1,0,0,1,889,0,0,0,0,1,0,20,0,0,0
"1",132,0,1,0,0,1,0,1,0,0,0,1,0,45,0,0,1
"0",34,0,0,1,0,0,0,1,0,0,0,1,0,25,1,1,1
"1",80,1,0,0,0,1,-1,1,0,0,0,1,0,19,0,1,1
"0",46,0,0,0,0,1,1811,0,0,0,0,1,0,22,0,0,1
"0",133,0,0,0,0,1,1027,1,0,0,0,1,0,26,0,0,1
"0",77,0,0,0,0,0,1700,1,0,0,0,1,0,19,0,0,1
"0",77,0,0,0,0,1,3376,1,0,0,0,1,0,31,0,1,1
"1",61,0,0,0,0,1,0,1,0,0,0,1,0,24,0,0,1
"1",131,0,1,0,0,1,-1,1,0,0,0,1,0,19,0,1,1
"0",87,0,1,0,0,1,3,1,0,0,0,1,0,43,0,0,1
"0",115,0,1,0,0,1,55,1,0,0,0,1,0,34,0,0,1
"1",96,0,1,0,0,1,405,1,0,0,0,1,0,38,0,1,1
"0",84,0,1,0,0,1,345,1,0,0,0,1,0,23,0,0,1
"1",87,0,0,0,0,0,765,1,1,0,0,0,0,32,0,1,0
"1",130,1,0,0,0,1,0,1,0,0,0,1,0,29,0,0,1
"1",76,0,0,0,0,1,0,1,0,1,0,0,0,25,1,0,1
"1",49,1,0,0,0,1,4,1,0,0,0,1,0,23,0,1,1
"1",125,0,0,0,0,1,-1,0,0,0,0,1,0,20,0,0,0
"1",55,0,1,0,0,1,-1,1,0,0,0,1,0,24,0,1,1
"0",111,0,1,0,0,1,102,1,0,1,0,0,0,31,0,0,1
"1",125,0,0,0,0,1,161,1,0,1,0,0,0,30,0,0,1
"1",56,0,1,0,0,1,1854,0,0,0,0,1,0,20,0,0,1
"1",143,0,1,0,0,1,6,0,0,0,0,1,0,30,0,0,1
"0",101,0,0,1,0,0,-1,1,1,0,0,0,0,25,1,0,1
"0",129,1,0,0,0,1,21,1,0,0,0,1,0,20,0,1,1
"0",24,0,0,1,0,0,0,1,0,0,0,1,0,21,0,1,1
"1",67,0,1,0,0,0,237,1,0,0,0,1,0,40,0,0,1
"0",81,0,1,0,0,1,7,1,0,0,0,1,0,26,0,0,1
"0",75,0,0,0,0,1,-1,1,0,0,0,1,0,19,0,1,1
"1",136,0,0,0,0,1,45,0,0,0,0,1,0,27,0,0,1
"1",89,0,1,0,0,1,85,1,0,1,0,0,0,29,0,0,1
"1",123,1,0,0,0,1,232,1,1,0,0,0,0,58,0,0,1
"0",116,0,0,0,0,1,474,0,0,0,0,1,0,26,0,0,1
"0",68,0,0,0,0,1,193,1,0,0,0,1,0,27,0,0,1
"0",143,0,1,0,0,1,6,1,0,0,0,1,0,25,0,0,1
"0",95,0,1,0,0,1,492,1,0,0,0,1,0,23,0,1,1
"1",129,1,0,0,0,0,153,1,0,0,0,1,0,33,0,0,1
"0",101,0,1,0,0,1,374,1,0,0,0,1,0,21,0,0,1
"1",133,1,0,0,0,1,0,1,0,0,0,1,0,25,0,1,1
"0",80,0,0,0,0,1,-1,1,0,0,0,1,0,37,1,1,1
"1",131,0,0,0,0,1,6,1,0,0,0,1,0,23,0,0,1
"0",70,0,1,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"1",103,0,1,0,0,1,-1,1,0,0,0,1,0,26,0,1,0
"0",104,1,0,0,0,1,2,1,0,0,0,1,0,26,0,1,1
"0",126,0,0,0,0,1,629,1,0,1,0,0,0,33,0,1,1
"1",95,1,0,0,0,1,56,1,0,0,0,1,0,24,0,0,1
"0",108,0,0,0,0,1,-1,1,0,0,0,1,0,25,0,0,1
"0",75,0,1,0,0,1,731,1,0,0,0,1,0,27,0,1,1
"0",61,0,0,0,0,1,0,1,0,0,0,1,0,21,0,0,1
"0",101,0,1,0,0,0,2473,1,0,0,0,1,0,21,0,0,1
"0",178,0,1,0,0,1,1098,1,0,0,0,1,0,21,0,0,1
"1",69,1,0,0,0,1,15,1,0,0,0,1,0,24,0,1,1
"0",132,1,0,0,0,0,968,1,0,0,0,1,0,21,0,1,1
"1",95,0,0,0,0,1,6,1,0,0,0,1,0,21,0,0,1
"0",96,0,0,0,0,1,146,0,0,1,0,0,0,35,1,1,1
"0",19,1,0,0,0,1,-1,1,0,0,0,1,0,24,0,1,1
"0",104,0,1,0,0,1,26,0,0,0,0,1,0,19,0,0,1
"0",110,1,0,0,0,1,-1,1,0,0,0,1,0,21,0,1,1
"1",111,0,1,0,0,0,-1,1,0,0,0,1,0,24,0,0,0
"1",80,0,1,0,0,1,-1,0,0,0,0,1,0,22,0,1,1
"0",20,0,0,0,0,1,5,0,0,0,0,1,0,20,0,0,1
"0",62,0,1,0,0,1,-1,1,0,0,0,1,0,26,0,1,1
"0",49,0,0,0,0,1,-1,1,0,0,0,1,0,22,0,0,1
"1",153,0,1,0,0,1,55,1,0,0,0,1,0,24,0,0,1
"1",82,0,1,0,0,1,4,0,0,0,0,1,0,24,0,0,1
"0",91,0,1,0,0,1,845,1,0,0,0,1,0,23,0,0,1
"0",88,0,1,0,0,1,103,1,0,0,0,1,0,24,0,1,1
"1",115,0,0,0,0,1,-1,1,0,0,0,1,0,28,0,0,1
"1",122,0,0,0,0,1,938,1,0,0,0,1,0,28,0,1,1
"0",34,1,0,0,0,1,-1,1,0,1,0,0,0,25,0,0,1
"0",90,1,0,0,0,1,1022,0,0,0,0,1,0,22,0,1,1
"0",42,1,0,0,0,1,5,0,1,0,0,0,0,29,1,1,1
"0",38,0,0,0,0,1,37,0,0,0,0,1,0,21,0,0,1
"1",126,0,1,0,0,1,0,1,0,1,0,0,0,35,0,1,1
"0",67,0,1,0,0,1,-1,1,0,1,0,0,0,40,0,0,1
"0",109,0,1,0,0,1,90,1,0,0,0,1,0,20,0,0,0
"1",88,0,0,0,0,1,2,1,0,0,0,1,0,20,0,0,1
"1",98,0,1,0,0,1,122,1,0,0,0,1,0,19,0,0,1
"1",90,0,1,0,0,0,1721,1,0,0,0,1,0,21,0,1,1
"0",53,1,0,0,0,1,42,1,0,0,0,1,0,21,0,1,1
"0",80,0,0,0,0,1,-1,0,0,0,0,1,0,26,0,0,1
"0",116,0,0,0,0,1,-132,1,0,1,0,0,0,26,0,1,1
"0",83,1,0,0,0,0,-1,1,0,0,0,1,0,23,0,1,1
"1",88,0,0,0,0,1,79,0,0,0,0,0,0,22,0,0,1
"0",69,0,1,0,0,0,5,1,0,0,0,1,0,22,0,0,1
"0",105,0,1,0,0,1,321,1,0,1,0,0,0,35,0,0,1
"1",104,1,0,0,0,1,390,1,0,1,0,0,0,45,0,0,0
"0",61,0,1,0,0,1,-1,0,0,0,0,1,0,37,0,1,1
"0",126,0,1,0,0,1,2,0,0,0,0,1,0,21,0,1,1
"0",24,1,0,0,0,1,0,1,0,1,0,0,0,28,0,0,1
"0",126,0,0,0,0,1,-23,0,0,0,0,0,0,23,0,0,1
"1",138,0,1,0,0,1,-1,1,0,0,0,1,0,24,0,0,1
"0",123,0,0,0,0,1,914,1,0,1,0,0,0,30,0,0,1
"0",131,0,0,0,0,1,81,1,0,0,0,1,0,25,0,1,1
"0",89,0,0,0,0,0,1389,0,0,1,0,0,0,26,0,0,1
"1",109,0,1,0,0,1,37,1,0,0,0,1,0,23,0,0,1
"0",88,0,0,0,0,1,3,1,0,0,0,1,0,30,0,0,1
"0",56,0,0,0,0,1,-1,1,0,0,0,1,0,18,0,0,1
"1",63,1,0,0,0,1,39,1,0,0,0,1,0,24,0,0,1
"0",62,0,0,1,0,0,0,1,0,0,0,1,0,32,0,0,1
"1",25,0,0,0,0,0,967,1,0,0,0,1,0,33,0,0,0
"1",112,0,1,0,0,1,-1,1,0,0,0,0,0,23,0,1,0
"0",83,0,0,0,0,1,0,1,0,0,0,1,0,21,0,0,1
"1",137,0,1,0,0,0,0,0,0,0,0,1,0,45,0,0,1
"0",88,0,1,0,0,0,29,1,0,0,0,1,0,27,0,1,1
"0",129,1,0,0,0,0,3,0,0,1,0,0,0,39,0,1,1
"0",69,1,0,0,0,0,2230,1,0,0,0,1,0,19,0,1,1
"1",118,0,1,0,0,1,1,1,1,0,0,0,0,34,0,0,1
"1",54,1,0,0,0,1,6,0,0,0,0,1,0,23,0,0,1
"1",119,0,1,0,0,1,-1,0,0,0,0,0,0,36,1,0,0
"1",123,1,0,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"0",125,0,0,0,0,1,18,1,0,0,0,0,0,24,0,0,1
"0",38,0,0,1,0,0,-1,1,0,0,0,1,0,19,0,0,1
"0",53,0,0,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"0",131,1,0,0,0,1,0,1,0,0,0,1,0,19,0,0,1
"0",131,0,1,0,0,0,2,1,0,0,0,1,0,32,0,0,1
"1",81,0,1,0,0,1,877,1,0,0,0,1,0,25,0,1,1
"1",115,0,1,0,0,1,927,1,0,0,0,0,0,23,0,0,0
"0",110,0,0,0,0,1,43,1,0,0,0,0,0,20,0,0,1
"1",105,1,0,0,0,1,-1,1,0,1,0,0,0,30,0,1,1
"0",91,0,0,0,0,1,-1,0,0,0,0,1,0,23,0,0,1
"0",80,1,0,0,0,0,2697,1,0,0,0,1,0,22,0,1,1
"0",40,0,0,0,0,0,948,1,0,0,0,1,0,24,0,0,1
"1",147,0,0,0,0,1,0,0,0,0,0,0,0,22,1,1,1
"1",97,0,0,1,0,0,-1,1,0,0,0,1,0,20,0,1,1
"1",80,0,0,0,0,1,0,1,0,0,0,1,0,29,0,1,1
"1",102,0,1,0,0,1,-1,1,0,0,0,0,0,20,0,0,0
"0",31,1,0,0,0,1,139,1,0,0,0,1,0,24,0,1,1
"0",73,0,0,0,0,1,13,1,0,1,0,0,0,29,0,0,1
"0",117,0,0,0,0,1,104,1,0,0,0,0,0,18,0,0,1
"0",115,0,1,0,0,0,-1,0,0,0,0,1,0,26,0,0,1
"0",776,0,0,0,0,1,209,1,0,0,0,1,0,25,0,0,1
"1",56,1,0,0,0,1,0,1,1,0,0,0,0,38,0,0,1
"1",124,1,0,0,0,1,-1,0,0,0,0,1,0,29,0,0,1
"1",63,0,1,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"1",42,0,0,0,0,1,1613,1,1,0,0,0,0,27,0,0,1
"0",119,0,1,0,0,1,0,1,0,0,0,1,0,22,0,1,1
"1",94,0,1,0,0,1,-1,1,0,0,0,0,0,28,0,1,0
"0",81,0,1,0,0,1,145,1,0,0,0,1,0,20,0,1,1
"0",41,0,0,0,0,1,8,1,0,0,0,1,0,32,0,0,1
"0",103,1,0,0,0,0,-1,1,0,1,0,0,0,29,0,1,1
"1",95,0,1,0,0,0,395,1,0,0,0,1,0,36,0,0,1
"0",406,0,0,0,0,1,95,1,0,1,0,0,0,27,0,1,1
"0",1245,0,0,0,1,0,581,1,0,1,0,0,0,21,0,0,1
"1",105,0,1,0,0,1,-1,1,0,0,0,0,0,21,0,0,0
"0",41,1,0,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"1",69,1,0,0,0,1,-1,0,0,0,0,1,0,50,0,0,1
"0",97,0,1,0,0,1,118,1,0,0,0,1,0,26,0,0,1
"1",68,0,1,0,0,1,5,1,0,1,0,0,0,33,0,0,1
"0",109,0,1,0,0,1,40,1,0,0,0,1,0,21,0,1,1
"1",122,0,1,0,0,1,697,1,0,0,0,1,0,23,0,1,1
"1",77,0,1,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"1",56,0,1,0,0,1,289,1,0,0,0,1,0,21,0,0,0
"0",96,0,1,0,0,0,2773,1,0,0,0,1,0,21,0,0,1
"0",90,0,1,0,0,1,595,1,0,0,0,1,0,27,0,0,1
"0",80,0,1,0,0,0,202,1,0,0,0,1,0,26,0,0,1
"1",111,0,0,0,0,0,4,1,0,0,1,0,0,36,0,0,1
"0",892,0,1,0,0,1,48,0,0,0,0,1,0,26,0,0,1
"0",105,0,1,0,0,0,101,0,0,0,0,1,0,26,0,0,1
"1",118,0,0,0,0,1,245,1,0,0,0,1,0,23,0,1,1
"1",108,0,1,0,0,1,-1,1,0,0,0,1,0,21,0,1,1
"1",77,1,0,0,0,1,903,1,0,0,0,1,0,18,0,0,1
"1",105,0,0,0,0,1,-1,1,0,0,0,1,0,21,0,0,1
"1",124,0,1,0,0,0,-1,1,0,1,0,0,0,27,0,1,0
"1",96,0,1,0,0,1,43,1,0,0,0,1,0,19,0,0,1
"1",76,0,0,0,0,1,0,1,0,0,0,1,0,28,0,0,1
"1",131,0,0,0,0,0,2,1,0,0,0,1,0,25,0,0,1
"1",154,0,0,0,0,1,644,1,0,0,0,1,0,29,0,1,0
"1",132,0,1,0,0,0,776,0,0,1,0,0,0,27,0,0,1
"0",25,0,0,0,0,1,125,1,0,0,0,1,0,21,0,0,1
"0",97,0,1,0,0,1,0,0,0,1,0,0,0,30,0,0,1
"0",66,1,0,0,0,1,-1,1,0,0,0,1,0,40,0,0,1
"0",67,0,1,0,0,1,-2,1,0,0,0,1,0,27,0,1,1
"1",98,0,1,0,0,0,-1,1,0,1,0,0,0,49,0,0,1
"0",68,0,1,0,0,1,1,1,0,0,0,1,0,19,0,0,1
"0",82,0,1,0,0,1,-1,1,0,1,0,0,0,31,0,0,1
"1",125,0,0,0,0,1,0,1,0,0,1,0,0,23,0,1,1
"0",109,0,0,0,0,1,-1,0,0,0,0,1,0,20,0,0,1
"1",153,0,0,1,0,0,11,1,0,0,0,0,0,24,0,0,0
"0",97,0,0,0,0,1,158,0,0,0,0,0,0,19,0,0,1
"1",118,0,1,0,0,1,1,1,0,1,0,0,0,23,0,1,1
"1",122,0,1,0,0,0,5,1,0,0,0,0,0,27,0,1,0
"1",80,1,0,0,0,0,-1,1,0,0,0,1,0,25,0,0,1
"1",116,1,0,0,0,1,-1,1,0,0,0,1,0,23,0,1,1
"1",54,0,1,0,0,1,-1,1,0,0,0,0,0,21,0,1,0
"1",108,0,1,0,0,1,322,1,0,0,0,1,0,26,0,0,1
"0",108,0,0,0,0,1,1296,0,0,0,0,1,0,17,0,0,1
"0",94,0,1,0,0,1,72,1,0,0,0,1,0,20,0,0,1
"1",87,1,0,0,0,0,269,1,0,0,0,1,0,26,0,1,1
"0",108,0,0,0,0,1,-1,0,0,0,0,1,0,22,0,0,1
"0",68,1,0,0,0,1,-1,1,0,0,0,1,0,22,0,0,1
"0",101,0,0,0,0,0,2107,1,0,1,0,0,0,56,0,0,1
"0",70,0,1,0,0,0,245,1,0,0,0,1,0,34,0,1,1
"0",588,0,0,0,0,1,-1,1,0,0,0,1,0,17,0,0,1
"0",105,1,0,0,0,1,-1,0,0,0,0,1,0,31,0,0,1
"0",112,1,0,0,0,0,82,1,0,0,0,1,0,25,0,0,1
"0",87,0,1,0,0,0,882,0,0,0,0,1,0,27,0,0,1
"1",115,0,1,0,0,1,905,1,0,1,0,0,0,25,0,0,1
"1",53,1,0,0,0,1,0,1,0,0,0,1,0,19,0,1,1
"1",39,1,0,0,0,1,-1,1,0,0,0,1,0,34,0,0,1
"0",131,0,1,0,0,1,1319,1,0,1,0,0,0,30,0,0,1
"0",116,0,1,0,0,1,0,1,0,0,0,1,0,22,0,0,1
"0",26,0,0,1,0,0,-1,1,0,0,0,1,0,22,0,1,1
"1",91,0,1,0,0,1,19,1,0,0,0,0,0,20,0,1,0
"0",73,0,0,0,0,1,-1,1,0,1,0,0,0,31,1,0,1
"1",48,0,0,0,0,1,7,1,0,0,0,1,0,24,0,0,1
"0",895,0,1,0,0,1,28,1,0,0,0,1,0,19,0,0,1
"1",19,1,0,0,0,1,-1,0,0,0,0,1,0,20,0,0,1
"0",957,0,0,0,0,1,37,1,0,0,0,1,0,20,0,1,1
"1",96,0,1,0,0,1,-1,1,0,1,0,0,0,33,0,0,1
"1",138,1,0,0,0,1,-1,1,0,0,0,1,0,22,0,1,1
"1",68,0,1,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"1",63,0,0,0,0,1,32,1,0,0,0,1,0,21,0,1,1
"0",110,1,0,0,0,0,114,1,0,0,0,1,0,41,0,0,1
"0",66,0,1,0,0,1,807,1,0,0,0,1,0,21,0,1,1
"0",132,0,1,0,0,1,770,1,0,1,0,0,0,33,0,0,1
"0",56,1,0,0,0,0,9,1,0,0,0,1,0,23,0,0,1
"1",109,0,0,0,0,1,-1,1,0,0,0,1,0,23,0,0,1
"1",70,0,0,0,0,1,-1,1,0,0,0,1,0,26,0,0,1
"1",102,1,0,0,0,0,40,1,0,0,0,1,0,46,0,1,1
"1",119,0,0,0,0,1,-1,1,0,0,0,0,0,47,0,0,1
"0",82,0,1,0,0,1,104,0,0,0,0,1,0,18,0,0,1
"0",105,0,0,0,0,1,439,1,0,0,1,0,0,37,0,0,1
"1",66,1,0,0,0,1,1037,1,0,1,0,0,0,37,0,1,1
"1",112,0,0,0,0,1,796,1,0,0,0,1,0,26,0,0,1
"1",53,0,0,0,0,1,0,1,0,0,0,1,0,23,0,0,1
"1",145,0,1,0,0,1,0,0,0,0,0,0,0,22,0,0,0
"1",27,0,0,1,0,0,10,0,0,1,0,0,0,22,0,1,1
"0",66,1,0,0,0,1,1760,1,0,0,0,1,0,20,0,1,1
"1",94,0,0,0,0,1,0,1,0,0,0,1,0,30,0,1,1
"1",91,0,0,0,0,0,707,1,0,1,0,0,0,45,0,0,1
"0",116,0,1,0,0,0,979,0,0,0,0,1,0,30,0,0,1
"0",89,0,0,0,0,1,0,1,0,0,0,1,0,24,0,0,1
"0",102,0,1,0,0,1,41,1,0,1,0,0,0,26,0,0,1
"0",26,0,0,1,0,0,-1,0,0,0,0,1,0,26,0,0,1
"0",105,0,1,0,0,1,46,1,0,0,0,1,0,20,0,0,1
"1",69,0,1,0,0,1,17,1,0,0,0,1,0,29,0,1,1
"0",76,1,0,0,0,1,-1,1,0,0,0,1,0,20,1,0,1
"1",132,0,1,0,0,1,6,1,0,0,0,1,0,22,0,1,1
"1",67,0,1,0,0,1,0,0,0,0,0,1,0,27,0,1,1
"1",74,0,1,0,0,1,0,1,0,0,0,1,0,23,0,1,1
"0",130,0,0,0,0,1,953,1,0,0,0,1,0,21,0,0,1
"1",97,1,0,0,0,0,74,0,0,0,0,0,1,68,0,0,1
"1",46,0,0,0,0,1,1316,1,0,1,0,0,0,23,0,0,0
"1",77,0,1,0,0,1,-1,1,0,0,0,1,0,48,0,0,1
"0",89,0,1,0,0,1,125,0,0,0,0,1,0,23,0,1,1
"1",56,1,0,0,0,1,-1,1,0,0,0,1,0,31,0,0,1
"0",103,1,0,0,0,0,33,1,0,1,0,0,0,38,0,0,1
"0",87,0,1,0,0,1,72,1,0,0,0,1,0,27,0,0,1
"1",68,0,0,0,0,1,-1,1,0,0,0,1,0,30,0,1,1
"0",103,0,1,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"1",117,1,0,0,0,1,-1,1,0,0,0,1,0,32,0,0,1
"0",136,0,1,0,0,1,9,0,0,0,0,1,0,20,0,0,1
"1",125,0,0,0,0,1,384,1,0,0,0,1,0,24,0,1,1
"0",129,0,1,0,0,1,395,1,0,1,0,0,0,21,0,1,1
"1",104,0,0,0,0,1,1,1,0,0,0,1,0,25,0,0,1
"1",89,1,0,0,0,1,0,0,0,0,1,0,0,36,0,1,1
"1",122,0,0,0,0,1,-1,1,0,0,0,1,0,24,0,0,1
"1",80,1,0,0,0,1,0,1,0,0,0,1,0,27,0,0,1
"1",84,0,1,0,0,0,1057,1,0,0,0,1,0,44,0,0,0
"0",111,0,1,0,0,1,-1,1,0,1,0,0,0,38,0,0,1
"1",126,1,0,0,0,1,-1,1,0,1,0,0,0,20,0,0,1
"1",83,1,0,0,0,1,69,0,0,0,0,1,0,21,0,0,1
"0",124,0,0,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"0",151,0,1,0,0,1,1237,1,0,0,1,0,0,42,0,1,1
"1",73,1,0,0,0,1,0,0,0,1,0,0,0,24,0,0,1
"1",96,0,1,0,0,1,-1,1,0,0,0,1,0,25,0,1,1
"0",80,0,0,0,0,1,759,1,0,0,0,1,0,20,0,1,1
"1",83,0,0,0,0,1,25,1,0,0,0,1,0,27,0,0,1
"1",130,0,1,0,0,1,714,0,0,0,0,1,0,35,0,0,1
"1",91,0,0,0,0,1,-1,0,0,0,0,1,0,21,0,1,1
"1",13,1,0,0,0,1,91,1,0,0,0,1,0,18,0,1,1
"1",118,0,1,0,0,1,-1,1,0,0,0,1,0,21,0,1,1
"1",124,1,0,0,0,1,34,1,0,0,0,1,0,20,0,0,1
"0",115,0,1,0,0,1,-1,1,0,0,0,1,0,24,0,0,1
"1",131,0,0,0,0,1,719,1,0,0,0,1,0,18,0,0,1
"1",123,0,0,0,0,1,-1,1,0,0,0,1,0,25,0,0,0
"0",74,0,1,0,0,1,581,0,0,0,0,1,0,22,0,0,1
"1",115,1,0,0,0,1,9,1,0,0,0,1,0,19,0,1,1
"1",119,0,1,0,0,1,59,1,0,0,0,1,0,25,0,0,1
"0",896,0,1,0,0,0,2294,1,1,0,0,0,0,39,0,1,1
"1",96,0,1,0,0,1,-1,0,0,0,0,1,0,19,0,0,0
"0",91,0,0,0,0,0,1393,1,0,0,0,1,0,20,0,0,1
"1",126,1,0,0,0,0,1395,1,0,0,0,1,0,25,0,0,1
"1",95,1,0,0,0,1,-1,1,0,0,0,1,0,20,0,1,1
"0",130,0,1,0,0,1,-1,1,0,1,0,0,0,21,0,1,1
"0",108,0,0,0,0,0,60,1,1,0,0,0,0,40,0,0,1
"1",47,1,0,0,0,1,0,1,0,0,0,1,0,30,0,1,1
"1",55,0,0,0,0,1,746,1,0,0,0,1,0,26,0,1,1
"0",104,0,1,0,0,1,-1,1,0,0,0,1,0,19,0,0,1
"1",130,0,1,0,0,0,128,0,0,1,0,0,0,33,0,0,1
"0",61,0,1,0,0,1,0,1,0,0,0,1,0,25,0,0,1
"0",83,0,1,0,0,1,1553,1,0,0,0,1,0,16,0,0,1
"1",90,0,1,0,0,1,-1,1,0,0,0,0,0,25,0,0,0
"0",63,1,0,0,0,1,-1,1,0,0,0,1,0,19,0,0,1
"1",87,1,0,0,0,1,15,1,0,0,0,1,0,40,0,0,1
"0",62,0,1,0,0,1,-1,1,0,0,0,1,0,21,0,0,1
"1",118,0,0,0,0,1,860,1,0,0,0,1,0,20,0,0,1
"0",94,0,1,0,0,1,-1,0,0,0,0,1,0,23,0,0,1
"0",98,1,0,0,0,1,5,0,0,0,0,1,0,26,0,1,1
"1",61,1,0,0,0,1,209,1,0,0,0,1,0,30,0,0,1
"0",133,0,0,0,0,1,-1,1,0,0,0,1,0,19,0,0,1
"1",145,0,0,1,0,0,2,1,0,0,0,1,0,19,0,0,1
"1",62,1,0,0,0,1,6,1,0,1,0,0,0,34,0,0,1
"0",84,0,1,0,0,1,598,1,0,0,0,1,0,19,0,0,1
"0",89,1,0,0,0,1,-1,0,0,0,0,1,0,25,0,0,1
"1",126,0,0,0,0,1,-1,0,0,0,0,1,0,26,0,0,1
"1",94,0,0,1,0,0,-1,1,0,1,0,0,0,37,0,0,1
"1",51,0,1,0,0,1,-2,1,0,0,0,1,0,25,0,0,0
"0",33,0,0,1,0,0,-1,1,0,0,0,1,0,24,0,0,1
"0",149,0,1,0,0,1,0,1,0,0,0,1,0,32,0,0,1
"0",69,0,0,0,0,1,69,1,0,0,0,1,0,24,0,0,1
"0",703,0,0,0,0,1,-1,0,0,0,0,1,0,21,0,0,1
"1",110,1,0,0,0,1,-1,1,0,1,0,0,0,36,0,1,1
"0",122,0,0,0,0,0,3238,1,0,0,0,1,0,21,0,0,1
"0",125,1,0,0,0,0,-1,1,0,1,0,0,0,30,0,1,1
"1",77,1,0,0,0,0,-1,1,0,0,0,1,0,24,0,1,1
"0",31,0,0,0,0,1,34,1,0,1,0,0,0,28,0,0,1
"0",67,0,1,0,0,1,761,1,0,0,0,1,0,19,0,1,1
"0",54,0,0,0,0,1,319,1,0,0,0,1,0,19,0,0,1
"1",81,0,0,0,0,1,-1,1,0,0,0,1,0,22,0,0,1
"1",154,0,1,0,0,1,-1,1,0,0,0,0,0,18,0,1,0
